names,imag+zpve,u298,h298,g298,gap,dipX,dipY,dipZ,dipTotal,core,Tetrahedral_count,Unconnected_triangles_count,Triangles_with_1_shared_vertex_count,Triangles_with_2_shared_vertices_count
AuTM-1285.xyz.1320022.hpc-mn1.out , 7.80       20.64      0.289994060992 ,-62.1964719,-61.88433725,-61.95781214,3.465325979,0.7131,1.3891,3.0025,8.602,1,0,0,0,0
AuTM-1286.xyz.1320023.hpc-mn1.out , 5.92       8.13       0.479818620568 ,-94.4914726,-93.97666707,-94.07636272,1.688302319,-2.3121,1.2395,1.9914,8.372,1,0,0,0,0
AuTM-1287.xyz.1320024.hpc-mn1.out , 20.01      48.12      0.170371694022 ,-47.38148253,-47.19450668,-47.25564622,2.444209308,2.4389,0.3421,3.7105,11.32,1,0,0,0,0
AuTM-1288.xyz.1320025.hpc-mn1.out , -5.46      10.57      0.349660273411 ,-64.89699918,-64.52108905,-64.60475546,1.280180632,9.9583,12.369,21.8017,68.555,1,0,0,0,0
AuTM-1289.xyz.1320026.hpc-mn1.out , 10.99      13.68      1.122331680019 ,-176.3902264,-175.1965613,-175.3670596,2.377895717,23.5503,-0.3073,34.3208,105.8,1,0,0,0,0
AuTM-1290.xyz.1320027.hpc-mn1.out , 19.66      21.41      0.627780006066 ,-92.84258445,-92.18184143,-92.27385921,2.081108809,4.5816,-0.4362,-0.2888,11.721,1,0,0,0,0
AuTM-1291.xyz.1320028.hpc-mn1.out , 12.63      22.07      0.612994623976 ,-98.57442341,-97.92648173,-98.02311163,3.034220292,2.4418,0.039,2.31,8.544,1,0,0,0,0
AuTM-1292.xyz.1320029.hpc-mn1.out , -4.99      11.22      0.629634012968 ,-109.0858456,-108.4114632,-108.5311483,2.384218578,0.0004,-3.3409,-0.0001,8.492,1,0,0,0,0
AuTM-1293.xyz.1320030.hpc-mn1.out , -9.01      -3.27      0.468187122626 ,-109.5542747,-109.0468992,-109.1579792,1.088145061,-4.8034,-3.216,-2.1737,15.697,1,0,0,0,0
AuTM-1294.xyz.1320031.hpc-mn1.out , 12.93      21.81      0.392899503427 ,-93.26794274,-92.84091671,-92.93675783,2.850767502,0.3894,3.11,0.2265,7.987,1,0,0,0,0
AuTM-1295.xyz.1320032.hpc-mn1.out , 10.64      16.23      0.187724469960 ,-46.5352967,-46.32786747,-46.39838366,1.344096972,3.1449,5.1342,11.4361,32.85,1,0,0,0,0
AuTM-1296.xyz.1320033.hpc-mn1.out , 18.48      31.37      0.510794421112 ,-84.70771242,-84.16076827,-84.26130877,2.053146401,3.9107,3.4597,0.6429,13.372,1,0,0,0,0
AuTM-1297.xyz.1320034.hpc-mn1.out , 4.12       10.09      0.471600341886 ,-90.23517809,-89.72896579,-89.82896835,1.847666232,-1.8726,-0.2094,-1.2781,5.787,1,0,0,0,0
AuTM-1298.xyz.1320035.hpc-mn1.out , 27.18      38.10      0.228957497581 ,-52.67175928,-52.4236147,-52.48956021,2.399675115,1.0902,1.2469,2.857,8.394,1,0,0,0,0
AuTM-1299.xyz.1320036.hpc-mn1.out , 4.97       7.31       0.653794258475 ,-123.5652123,-122.8652072,-122.9876976,1.999957408,1.8826,3.9923,-3.7976,14.8,1,0,0,0,0
AuTM-1300.xyz.1320037.hpc-mn1.out , 11.77      16.02      0.388720575534 ,-79.29489147,-78.87732293,-78.9634209,0.467534036,-2.8402,10.6701,20.693,59.616,1,0,0,0,0
AuTM-1301.xyz.1320038.hpc-mn1.out , 10.37      12.67      0.311315866121 ,-72.43555778,-72.09672587,-72.18159801,2.803544119,-0.5845,-1.0675,4.2666,11.277,1,0,0,0,0
AuTM-1302.xyz.1320039.hpc-mn1.out , -1.62      12.41      0.395875678663 ,-70.24117852,-69.8164772,-69.90433173,2.099001772,-1.9693,-2.4592,-2.0007,9.486,1,0,0,0,0
AuTM-1303.xyz.1320040.hpc-mn1.out , 28.58      61.08      0.171535147228 ,-44.79245727,-44.6047711,-44.66420417,2.373063018,0.5585,0.206,-4.0747,10.467,1,0,0,0,0
AuTM-1304.xyz.1320041.hpc-mn1.out , 10.54      12.20      0.546406945630 ,-112.6415126,-112.0581429,-112.1613245,2.274716481,0.2852,-1.298,3.771,10.163,1,0,0,0,0
AuTM-1305.xyz.1320042.hpc-mn1.out , 3.61       38.21      0.243521570994 ,-32.39614882,-32.13741174,-32.19505103,4.933129601,16.5839,5.9745,7.2882,48.483,1,0,0,0,0
AuTM-1306.xyz.1320043.hpc-mn1.out , 8.16       8.94       0.495287934881 ,-100.3885756,-99.85688653,-99.95985772,2.045949502,-3.7152,-1.8271,-2.7404,12.62,1,0,0,0,0
AuTM-1307.xyz.1320044.hpc-mn1.out , 13.13      13.97      0.277771781560 ,-62.71673326,-62.41483004,-62.49279531,2.707812787,4.4832,-1.6,1.3157,12.553,1,0,0,0,0
AuTM-1308.xyz.1320045.hpc-mn1.out , 46.29      50.50      0.156455023193 ,-43.86948763,-43.69788675,-43.75458115,2.116165927,6.33,6.6196,17.0626,49.222,1,0,0,0,0
AuTM-1309.xyz.1320046.hpc-mn1.out , 14.25      15.43      0.623155776918 ,-106.9810863,-106.3149633,-106.4302618,2.839069542,3.8007,0.0008,-2.1075,11.046,1,0,0,0,0
AuTM-1310.xyz.1320047.hpc-mn1.out , 12.61      16.95      0.164877463631 ,-41.34239481,-41.15775414,-41.22845117,1.767215165,-0.3485,2.0249,-2.0286,7.339,1,0,0,0,0
AuTM-1311.xyz.1320048.hpc-mn1.out , -4.09      7.87       0.472143164470 ,-85.0372682,-84.53165574,-84.6290895,2.03385028,1.9907,-3.5224,-0.886,10.528,1,0,0,0,0
AuTM-1312.xyz.1320049.hpc-mn1.out , 4.35       16.17      1.055845952819 ,-164.0355872,-162.9007905,-163.0885062,1.954801775,4.3033,1.5945,33.5251,86.007,1,0,0,0,0
AuTM-1313.xyz.1320050.hpc-mn1.out , 8.35       11.53      0.386639136701 ,-80.99450205,-80.57716431,-80.66880204,1.747940999,1.0364,2.2982,-0.3855,6.482,1,0,0,0,0
AuTM-1314.xyz.1320051.hpc-mn1.out , 19.92      21.88      0.303476709710 ,-62.89165347,-62.56140717,-62.64485324,1.716510806,-2.4259,-1.6012,0.2973,7.427,1,0,0,0,0
AuTM-1315.xyz.1320052.hpc-mn1.out , 17.37      17.93      0.669864895005 ,-114.3083723,-113.5966715,-113.706852,2.981178888,-2.0767,1.2979,3.4621,10.779,1,0,0,0,0
AuTM-1316.xyz.1320053.hpc-mn1.out , -15.65     10.91      0.352075699433 ,-68.99909283,-68.62021282,-68.70358294,1.325374018,-1.837,-1.9346,1.3576,7.608,1,0,0,0,0
AuTM-1317.xyz.1320054.hpc-mn1.out , 11.34      17.24      0.676588050377 ,-107.5035042,-106.7867673,-106.8958439,2.198316912,1.8235,-2.4266,-0.0587,7.717,1,0,0,0,0
AuTM-1318.xyz.1320055.hpc-mn1.out , 24.43      31.74      0.295328678688 ,-66.43405261,-66.11610103,-66.18834796,0.988773352,-0.456,5.903,0.0486,15.049,1,0,0,0,0
AuTM-1319.xyz.1320056.hpc-mn1.out , 10.72      13.55      0.331864870680 ,-104.4840191,-104.1171862,-104.2170148,3.28711171,0.6552,0.8018,-5.3715,13.904,1,0,0,0,0
AuTM-1320.xyz.1320057.hpc-mn1.out , 6.94       11.61      0.772682435786 ,-147.6668907,-146.8368133,-146.9811396,2.344681226,15.0367,0.9463,24.0439,72.121,1,0,0,0,0
AuTM-1321.xyz.1320058.hpc-mn1.out , 3.47       9.19       0.605912842312 ,-322.5269581,-321.8312905,-322.0374319,0.711405887,0.056,0.2514,-0.6058,1.673,1,0,0,0,0
AuTM-1322.xyz.1320059.hpc-mn1.out , 34.58      35.28      0.229009146185 ,-54.56251124,-54.3116242,-54.38279207,1.174952784,1.5361,3.5485,-1.2486,10.328,1,0,0,0,0
AuTM-1323.xyz.1320060.hpc-mn1.out , 17.84      19.71      0.654702795590 ,-130.9509404,-130.2477493,-130.3727164,3.256535464,-1.9702,2.1581,1.5692,8.431,1,0,0,0,0
AuTM-1324.xyz.1320061.hpc-mn1.out , 1.10       7.84       0.489051419410 ,-91.75826425,-91.2329593,-91.33732426,1.16251292,-2.5062,-7.9429,-2.6908,22.247,1,0,0,0,0
AuTM-1325.xyz.1320062.hpc-mn1.out , -3.03      22.21      0.287584736683 ,-53.91926402,-53.61091845,-53.68109808,2.940767579,-0.6684,4.56,0.4859,11.779,1,0,0,0,0
AuTM-1326.xyz.1320063.hpc-mn1.out , -8.54      -3.54      0.444253709246 ,-99.19947801,-98.72045249,-98.82079385,1.327285272,1.6191,3.4087,-3.5962,13.25,1,0,0,0,0
AuTM-1327.xyz.1320064.hpc-mn1.out , 19.23      20.90      0.394097908719 ,-90.87295029,-90.44891029,-90.53733559,2.790972142,-3.6279,-0.0627,-1.9898,10.518,1,0,0,0,0
AuTM-1328.xyz.1320065.hpc-mn1.out , -3.48      35.67      0.360693858032 ,-50.20126181,-49.81673691,-49.89279795,3.292865984,-1.9488,1.3116,-2.2635,8.292,1,0,0,0,0
AuTM-1329.xyz.1320066.hpc-mn1.out , 5.01       12.23      0.586535822965 ,-98.35994295,-97.73328504,-97.84314803,1.945318174,3.8653,0.7762,-3.3614,13.169,1,0,0,0,0
AuTM-1330.xyz.1320067.hpc-mn1.out , 17.83      22.63      0.340082040860 ,-72.83150023,-72.46452346,-72.54704314,1.662716966,-1.3621,3.0239,4.8307,14.894,1,0,0,0,0
AuTM-1331.xyz.1320068.hpc-mn1.out , 3.71       5.31       0.584366559293 ,-135.3257605,-134.6951011,-134.8189104,2.81743367,9.3399,6.317,9.282,37.121,1,0,0,0,0
AuTM-1332.xyz.1320069.hpc-mn1.out , 12.78      14.74      0.280872784068 ,-71.82814694,-71.51657099,-71.6066308,3.428899609,-0.8905,-0.7825,-4.7979,12.562,1,0,0,0,0
AuTM-1333.xyz.1320070.hpc-mn1.out , -10.87     8.51       0.226786795397 ,-58.37622869,-58.12743599,-58.202474,2.152263468,2.5807,3.9192,2.0075,12.973,1,0,0,0,0
AuTM-1334.xyz.1320071.hpc-mn1.out , -6.04      8.41       0.317754397169 ,-71.67637358,-71.33158669,-71.41622593,1.917651472,0.5484,1.0043,2.0531,5.974,1,0,0,0,0
AuTM-1335.xyz.1320072.hpc-mn1.out , 15.14      30.45      0.633059987154 ,-97.80629042,-97.12968912,-97.24077632,2.298506255,12.1955,6.5961,18.8072,59.389,1,0,0,0,0
AuTM-1336.xyz.1320073.hpc-mn1.out , 7.88       9.91       0.865322549411 ,-205.3980194,-204.4644819,-204.6285555,2.985231752,13.2923,23.2973,10.2505,72.985,1,0,0,0,0
AuTM-1337.xyz.1320074.hpc-mn1.out , -2.96      7.20       0.420555014487 ,-96.23499033,-95.77934654,-95.88087727,0.728040427,-7.8663,-7.4876,-16.7765,50.796,1,0,0,0,0
AuTM-1338.xyz.1320075.hpc-mn1.out , 4.29       10.71      0.193157907926 ,-44.76629406,-44.55552722,-44.61992846,2.516269194,1.1822,10.2343,17.8851,52.462,1,0,0,0,0
AuTM-1339.xyz.1320076.hpc-mn1.out , 14.08      16.21      0.438748316398 ,-91.19423168,-90.7183977,-90.81893347,1.56345989,-1.318,1.8027,5.6601,15.466,1,0,0,0,0
AuTM-1340.xyz.1320077.hpc-mn1.out , -13.43     27.53      0.589203563460 ,-97.85153228,-97.2218745,-97.33019075,4.677679823,1.8561,22.278,29.964,95.022,1,0,0,0,0
AuTM-1341.xyz.1320078.hpc-mn1.out , 14.76      58.39      0.205357727958 ,-32.244054,-32.02408294,-32.08037369,5.411636111,-0.6654,0.7965,-3.9461,10.371,1,0,0,0,0
AuTM-1342.xyz.1320079.hpc-mn1.out , 7.81       10.79      0.414778485049 ,-86.15717593,-85.70949986,-85.80548056,3.006042226,1.1441,-2.281,-0.0394,6.487,1,0,0,0,0
AuTM-1343.xyz.1320080.hpc-mn1.out , -3.60      19.50      0.394526920637 ,-83.39342752,-82.96698778,-83.06127546,2.552799867,0.4071,-3.7164,-0.7836,9.709,1,0,0,0,0
AuTM-1344.xyz.1320081.hpc-mn1.out , 2.70       7.66       0.465125720104 ,-101.2397977,-100.7393987,-100.8404206,1.501183952,1.8531,-0.5395,-1.4503,6.136,1,0,0,0,0
AuTM-1345.xyz.1320082.hpc-mn1.out , 8.14       16.93      0.390770760043 ,-99.97045812,-99.54319917,-99.64649641,2.378357234,-1.596,1.5073,1.5671,6.856,1,0,0,0,0
AuTM-1346.xyz.1320083.hpc-mn1.out , 8.63       15.67      0.322723216270 ,-75.0321665,-74.68139678,-74.76793462,2.444680286,-2.2307,2.5165,-0.0311,8.548,1,0,0,0,0
AuTM-1347.xyz.1320084.hpc-mn1.out , 12.30      14.34      0.669156110536 ,-129.676566,-128.961675,-129.0799842,2.522954492,6.2295,2.6774,6.814,24.433,1,0,0,0,0
AuTM-1348.xyz.1320085.hpc-mn1.out , 26.68      31.31      0.230641372452 ,-58.57766134,-58.32580162,-58.39609317,2.202058382,2.5626,-1.6683,0.0841,7.775,1,0,0,0,0
AuTM-1349.xyz.1320086.hpc-mn1.out , 0.51       4.77       0.709918652744 ,-113.5633518,-112.8070005,-112.9297285,2.575538561,9.0296,6.9873,12.5252,43.078,1,0,0,0,0
AuTM-1350.xyz.1320087.hpc-mn1.out , 11.46      22.81      0.383735490732 ,-67.98416445,-67.57041701,-67.65974499,2.799897151,-1.2712,-0.9689,-2.0699,6.647,1,0,0,0,0
AuTM-1351.xyz.1320088.hpc-mn1.out , 30.41      38.15      0.204358679614 ,-32.63788881,-32.41650006,-32.47815685,3.680814416,-0.0551,2.4433,3.8381,11.565,1,0,0,0,0
AuTM-1352.xyz.1320089.hpc-mn1.out , -8.92      -2.01      0.533280288346 ,-84.11826312,-83.55155723,-83.64871338,1.834511497,1.9926,0.5941,2.1986,7.692,1,0,0,0,0
AuTM-1353.xyz.1320090.hpc-mn1.out , 36.57      53.35      0.159501822149 ,-51.52994688,-51.35289009,-51.41541653,2.452080892,3.7177,0.833,-0.5831,9.796,1,0,0,0,0
AuTM-1354.xyz.1320091.hpc-mn1.out , -11.86     -3.06      0.777595755349 ,-131.0921599,-130.2595672,-130.4020253,3.191416948,-0.8771,-3.3013,21.9748,56.525,1,0,0,0,0
AuTM-1355.xyz.1320092.hpc-mn1.out , -3.50      16.78      0.265625530214 ,-56.68875945,-56.40074742,-56.4761815,2.07370204,-2.5888,-0.8589,1.0624,7.44,1,0,0,0,0
AuTM-1356.xyz.1320093.hpc-mn1.out , 0.54       28.88      0.223336019092 ,-35.64265613,-35.3999235,-35.46468482,3.637339827,-2.4274,2.894,-0.0345,9.601,1,0,0,0,0
AuTM-1357.xyz.1320094.hpc-mn1.out , -8.85      18.52      0.300083924654 ,-63.91650123,-63.59017678,-63.67239295,1.590333764,3.0269,0.254,2.909,10.69,1,0,0,0,0
AuTM-1358.xyz.1320095.hpc-mn1.out , -23.03     17.98      0.322836442467 ,-61.36839895,-61.02087366,-61.09901044,3.067317015,4.2125,-1.4353,0.4325,11.365,1,0,0,0,0
AuTM-1359.xyz.1320096.hpc-mn1.out , 11.76      19.85      0.797431468723 ,-121.5737107,-120.7381,-120.8412499,3.263071058,7.3747,0.0633,7.2783,26.337,1,0,0,0,0
AuTM-1360.xyz.1320097.hpc-mn1.out , 13.54      16.92      0.654420339512 ,-101.7003311,-101.0040465,-101.1166574,2.544799123,-1.5953,-3.4774,-0.9525,10.021,1,0,0,0,0
AuTM-1361.xyz.1320098.hpc-mn1.out , 20.30      36.56      0.170331032149 ,-47.8646237,-47.6765964,-47.74109995,1.154807121,-3.2751,-2.2469,-0.3248,10.129,1,0,0,0,0
AuTM-1362.xyz.1320099.hpc-mn1.out , -7.28      2.19       0.362661808063 ,-58.30011384,-57.91232236,-57.99196087,3.975232569,2.8653,2.979,13.6521,36.256,1,0,0,0,0
AuTM-1363.xyz.1320100.hpc-mn1.out , 20.97      21.64      0.106082700653 ,-33.00387084,-32.88416212,-32.93890053,1.953718523,1.4552,-0.0003,3.296,9.158,1,0,0,0,0
AuTM-1364.xyz.1320101.hpc-mn1.out , 9.46       16.51      0.392930345103 ,-76.36197372,-75.94030522,-76.02665489,0.660817226,-2.8145,2.7585,-1.5695,10.782,1,0,0,0,0
AuTM-1365.xyz.1320102.hpc-mn1.out , 34.08      47.91      0.180893841722 ,-35.8933486,-35.69679542,-35.75487803,3.199121824,0.1696,-1.0014,-4.8612,12.623,1,0,0,0,0
AuTM-1366.xyz.1320103.hpc-mn1.out , -7.87      5.45       0.491585278767 ,-103.8853415,-103.3553121,-103.4641232,0.966959273,-0.0063,0.0104,0.019,0.057,1,0,0,0,0
AuTM-1367.xyz.1320104.hpc-mn1.out , 19.17      23.00      0.687103945622 ,-99.69035235,-98.95977204,-99.07376283,2.176089068,0.5618,2.5621,1.9675,8.334,1,0,0,0,0
AuTM-1368.xyz.1320105.hpc-mn1.out , -6.37      1.45       0.458588845933 ,-77.34266998,-76.85532736,-76.94369236,3.800736653,23.78,14.804,3.5903,71.781,1,0,0,0,0
AuTM-1369.xyz.1320106.hpc-mn1.out , 11.94      19.93      0.560680027321 ,-116.9437409,-116.341647,-116.4528659,1.718943321,3.1567,-3.9681,0.3419,12.917,1,0,0,0,0
AuTM-1370.xyz.1320107.hpc-mn1.out , 20.94      23.90      0.363180768120 ,-65.81244224,-65.42021999,-65.50721799,2.363094494,7.2278,7.4275,-8.8895,34.705,1,0,0,0,0
AuTM-1371.xyz.1320108.hpc-mn1.out , 2.93       7.93       0.408485337810 ,-115.9419537,-115.4954678,-115.6029335,2.534933194,-0.9884,-3.1681,3.1793,11.682,1,0,0,0,0
AuTM-1372.xyz.1320109.hpc-mn1.out , 8.11       11.03      0.655416648709 ,-97.03431902,-96.34114692,-96.44623623,2.455003012,0.0508,-0.8205,1.4494,4.235,1,0,0,0,0
AuTM-1373.xyz.1320110.hpc-mn1.out , 8.73       21.07      0.437065222117 ,-90.48055331,-90.00858944,-90.10772684,2.578878412,5.1642,11.5695,3.86,33.665,1,0,0,0,0
AuTM-1374.xyz.1320111.hpc-mn1.out , 5.65       9.74       0.595680087564 ,-113.7396131,-113.1014087,-113.2167001,2.847600797,1.9394,9.5349,0.0029,24.731,1,0,0,0,0
AuTM-1375.xyz.1320112.hpc-mn1.out , -4.25      2.11       0.739672684784 ,-157.7587082,-156.9603496,-157.1090056,2.722161553,-0.8461,0.1167,1.2242,3.794,1,0,0,0,0
AuTM-1376.xyz.1320113.hpc-mn1.out , -9.83      16.00      0.520257148506 ,-94.15944872,-93.60409601,-93.70145912,1.559657985,-0.5951,-0.0549,0.9296,2.809,1,0,0,0,0
AuTM-1377.xyz.1320114.hpc-mn1.out , -7.06      19.70      0.380676168356 ,-67.17362396,-66.76470613,-66.85102827,3.135351323,3.4584,13.1211,10.8781,44.204,1,0,0,0,0
AuTM-1378.xyz.1320115.hpc-mn1.out , 2.10       3.09       0.522946662149 ,-125.5430152,-124.9776356,-125.0969132,1.95853514,-3.5903,0.002,-3.3361,12.457,1,0,0,0,0
AuTM-1379.xyz.1320116.hpc-mn1.out , -3.56      2.22       0.361833391974 ,-72.21321128,-71.82304381,-71.911153,2.346611252,-0.6505,3.2789,1.077,8.927,1,0,0,0,0
AuTM-1380.xyz.1320117.hpc-mn1.out , 5.31       8.01       0.565492965798 ,-83.82662427,-83.22706135,-83.32847465,2.349241463,-2.7232,3.0816,3.1777,13.21,1,0,0,0,0
AuTM-1381.xyz.1320118.hpc-mn1.out , 5.06       7.78       0.621327371057 ,-116.0643681,-115.3990233,-115.5156613,2.545819687,0.4051,-4.0737,-0.0913,10.408,1,0,0,0,0
AuTM-1382.xyz.1320119.hpc-mn1.out , 11.65      12.52      0.587574224197 ,-142.1614318,-141.5280129,-141.6471027,1.457788392,0.8296,-0.2059,-0.1359,2.2,1,0,0,0,0
AuTM-1383.xyz.1320120.hpc-mn1.out , -2.22      6.50       0.477452645523 ,-100.7661438,-100.2497754,-100.3604462,2.419800749,1.4894,-2.3871,-1.9591,8.714,1,0,0,0,0
AuTM-1384.xyz.1320121.hpc-mn1.out , 6.26       14.65      0.649111662194 ,-95.42994381,-94.74541821,-94.84613012,2.445812077,1.2839,-1.806,0.7506,5.947,1,0,0,0,0
AuTM-1385.xyz.1320122.hpc-mn1.out , 32.60      48.84      0.256810246976 ,-52.6600349,-52.38472909,-52.44828817,2.017689306,-1.728,1.2838,-0.2187,5.5,1,0,0,0,0
AuTM-1386.xyz.1320123.hpc-mn1.out , -70.82     -69.22     0.188833948218 ,-42.95418251,-42.74890719,-42.81037329,3.389520843,9.8604,2.8013,2.2734,26.688,1,0,0,0,0
AuTM-1387.xyz.1320124.hpc-mn1.out , 4.39       13.53      0.293496562917 ,-60.75757929,-60.4420935,-60.51623431,2.926229806,1.9075,-3.1679,-3.2083,12.443,1,0,0,0,0
AuTM-1388.xyz.1320125.hpc-mn1.out , 27.57      40.31      0.204232211795 ,-45.47194312,-45.24812441,-45.31533899,2.860268654,4.3201,-0.0001,3.9266,14.839,1,0,0,0,0
AuTM-1389.xyz.1320126.hpc-mn1.out , 34.13      41.40      0.412338663608 ,-60.08134105,-59.64219718,-59.72238244,3.02503502,28.6042,8.2282,9.6735,79.548,1,0,0,0,0
AuTM-1390.xyz.1320127.hpc-mn1.out , -9.33      -5.22      0.389180540104 ,-82.36966527,-81.95018574,-82.04261137,1.816303313,2.9754,2.8193,-0.6062,10.532,1,0,0,0,0
AuTM-1391.xyz.1320128.hpc-mn1.out , -10.26     -9.41      0.512797232609 ,-85.43745629,-84.88730157,-84.99127052,2.403707755,1.6582,-1.6684,-2.392,8.527,1,0,0,0,0
AuTM-1392.xyz.1320129.hpc-mn1.out , 0.55       4.06       0.526872826698 ,-111.2197489,-110.6523716,-110.7646996,2.621826851,-1.2532,1.9407,26.3507,67.234,1,0,0,0,0
AuTM-1393.xyz.1320130.hpc-mn1.out , 24.28      25.04      0.740370979202 ,-121.923681,-121.1367704,-121.256494,2.222087255,4.7306,0.5241,-0.1287,12.102,1,0,0,0,0
AuTM-1394.xyz.1320131.hpc-mn1.out , 13.30      24.72      0.331595205679 ,-70.14626776,-69.78935191,-69.86914083,2.866575792,-1.1313,-2.2595,1.8167,7.91,1,0,0,0,0
AuTM-1395.xyz.1320132.hpc-mn1.out , 39.59      42.02      0.197837267787 ,-31.67635617,-31.46242154,-31.52249611,4.538227894,-0.1221,2.5251,-3.0886,10.145,1,0,0,0,0
AuTM-1396.xyz.1320133.hpc-mn1.out , -0.36      5.61       0.840220378098 ,-130.9844979,-130.0972256,-130.22078,2.158498856,-0.128,3.0266,2.502,9.986,1,0,0,0,0
AuTM-1397.xyz.1320134.hpc-mn1.out , 19.65      26.66      0.456093042999 ,-79.78815589,-79.3024582,-79.38773076,1.931244072,-1.4914,-1.5341,0.3451,5.509,1,0,0,0,0
AuTM-1398.xyz.1320135.hpc-mn1.out , 7.91       15.32      0.385274583238 ,-86.16209087,-85.74511828,-85.83793251,1.73658667,18.2837,-4.5862,43.7607,121.109,1,0,0,0,0
AuTM-1399.xyz.1320136.hpc-mn1.out , 6.98       10.23      0.878489168665 ,-175.1575063,-174.2123011,-174.3759441,1.563718718,2.1685,-0.5141,-0.5058,5.809,1,0,0,0,0
AuTM-1400.xyz.1320137.hpc-mn1.out , 10.89      13.02      0.436302435842 ,-98.73664745,-98.26464946,-98.36418618,3.153877778,-0.7344,3.314,3.1694,11.804,1,0,0,0,0
AuTM-1401.xyz.1320138.hpc-mn1.out , -8.31      -3.39      0.374508819343 ,-65.73453349,-65.33040937,-65.42079204,3.033877368,-3.086,0.0323,1.9353,9.259,1,0,0,0,0
AuTM-1402.xyz.1320139.hpc-mn1.out , 17.23      35.01      0.347081544387 ,-77.55746832,-77.18467742,-77.26362908,2.268572305,5.2831,7.878,-0.0004,24.11,1,0,0,0,0
AuTM-1403.xyz.1320140.hpc-mn1.out , 11.52      15.43      0.472258742706 ,-100.7877733,-100.2761338,-100.384554,2.653685509,2.179,2.5265,1.108,8.936,1,0,0,0,0
AuTM-1404.xyz.1320141.hpc-mn1.out , 7.02       10.07      0.596584438529 ,-95.32774985,-94.69094763,-94.79973235,1.929950498,-1.2623,3.3336,0.4584,9.135,1,0,0,0,0
AuTM-1405.xyz.1320142.hpc-mn1.out , 3.03       7.77       1.004849447687 ,-196.6065736,-195.5371902,-195.6930081,2.11335583,2.4345,-0.499,-2.5275,9.01,1,0,0,0,0
AuTM-1406.xyz.1320143.hpc-mn1.out , 44.01      52.31      0.236069204280 ,-54.82142545,-54.56689463,-54.6307516,1.989068806,-0.3857,1.8589,-1.7831,6.62,1,0,0,0,0
AuTM-1407.xyz.1320144.hpc-mn1.out , 16.90      28.54      0.334922931507 ,-55.40236524,-55.04677184,-55.11513896,2.485313278,0.7143,1.8523,0.4118,5.153,1,0,0,0,0
AuTM-1408.xyz.1320145.hpc-mn1.out , 12.14      15.38      0.695997528846 ,-125.4088668,-124.6665101,-124.7879015,1.803177933,-1.869,-1.1063,-0.9769,6.053,1,0,0,0,0
AuTM-1409.xyz.1320146.hpc-mn1.out , 6.30       12.43      0.438966820720 ,-97.55940964,-97.0830954,-97.18903416,1.895628112,0.275,3.0503,0.5914,7.928,1,0,0,0,0
AuTM-1410.xyz.1320147.hpc-mn1.out , -5.60      10.60      0.307163010845 ,-110.0516042,-109.7088361,-109.8108054,3.381076038,-3.8352,-2.7172,0.8651,12.147,1,0,0,0,0
AuTM-1411.xyz.1320148.hpc-mn1.out , 10.72      29.41      0.451369278099 ,-72.90703706,-72.42431209,-72.51519203,2.381838032,-0.2426,3.3615,2.1966,10.225,1,0,0,0,0
AuTM-1412.xyz.1320149.hpc-mn1.out , 16.05      19.78      0.570400515308 ,-104.0137843,-103.4064697,-103.5096075,3.078213803,-0.1107,0.2705,-3.8472,9.807,1,0,0,0,0
AuTM-1413.xyz.1320150.hpc-mn1.out , 26.35      36.15      0.390450807897 ,-60.43956782,-60.02744344,-60.09836956,3.067003606,-1.5104,3.2798,3.3406,12.503,1,0,0,0,0
AuTM-1414.xyz.1320151.hpc-mn1.out , 28.46      33.13      0.183402337732 ,-45.6648466,-45.46424872,-45.52665764,1.57346208,-0.2014,3.6474,-0.2974,9.316,1,0,0,0,0
AuTM-1415.xyz.1320152.hpc-mn1.out , 9.48       11.53      0.481084740589 ,-103.105857,-102.5891967,-102.6901148,1.556027893,-4.8306,-0.7531,0.8399,12.609,1,0,0,0,0
AuTM-1416.xyz.1320153.hpc-mn1.out , 5.46       12.87      0.617116280987 ,-107.9083912,-107.2489247,-107.3631286,2.249900156,-2.4758,2.1187,-0.9485,8.626,1,0,0,0,0
AuTM-1417.xyz.1320154.hpc-mn1.out , 13.61      17.73      0.469288014192 ,-79.08041991,-78.57810202,-78.67391527,2.272649744,-1.3696,3.7796,0.0484,10.219,1,0,0,0,0
AuTM-1418.xyz.1320155.hpc-mn1.out , 26.89      39.69      0.248356906158 ,-59.63387824,-59.36419034,-59.43418398,1.996652305,2.3767,1.5308,-2.0215,8.834,1,0,0,0,0
AuTM-1419.xyz.1320156.hpc-mn1.out , 0.31       9.28       0.726460092236 ,-103.5705217,-102.8052633,-102.9095858,2.306292143,12.9439,21.9168,21.25,84.279,1,0,0,0,0
AuTM-1420.xyz.1320157.hpc-mn1.out , -5.83      13.89      0.340513540388 ,-65.15792733,-64.79270511,-64.86953324,2.801246097,0.0004,32.6633,0,83.022,1,0,0,0,0
AuTM-1421.xyz.1320158.hpc-mn1.out , -1.39      14.21      0.265608645513 ,-60.04856987,-59.75907188,-59.8373918,2.029935117,-2.0113,3.2978,0.1193,9.823,1,0,0,0,0
