names,imag+zpve,u298,h298,g298,gap,dipX,dipY,dipZ,dipTotal,core,Tetrahedral_count,Unconnected_triangles_count,Triangles_with_1_shared_vertex_count,Triangles_with_2_shared_vertices_count
AuTM-424.xyz.1316023.hpc-mn1.out , 3.66       11.02      0.192465360403 ,-43.24582843,-43.03564718,-43.09910653,1.630551005,-28.7517,-2.3554,-13.1198,80.551,1,0,0,0,0
AuTM-425.xyz.1316024.hpc-mn1.out , 10.04      15.45      0.343390353149 ,-72.45243977,-72.08195778,-72.16546974,1.040582795,10.1391,6.629,31.0988,84.83,1,0,0,0,0
AuTM-426.xyz.1316025.hpc-mn1.out , -1.89      7.76       0.777048530513 ,-121.673542,-120.8464988,-120.9742237,1.979147228,-0.5346,1.793,-5.0048,13.581,1,0,0,0,0
AuTM-427.xyz.1316026.hpc-mn1.out , 0.07       4.06       0.746863848596 ,-149.1172307,-148.3143952,-148.4577735,1.69261264,3.0839,-0.0456,-2.1165,9.508,1,0,0,0,0
AuTM-428.xyz.1316027.hpc-mn1.out , -5.34      -4.30      0.539882464317 ,-94.0814982,-93.50572199,-93.60503945,1.845838627,0,-2.4335,0,6.185,1,0,0,0,0
AuTM-429.xyz.1316028.hpc-mn1.out , 23.41      29.39      0.335856286924 ,-50.87706426,-50.51845829,-50.59104107,3.027263456,3.5153,0.7041,3.3756,12.516,1,0,0,0,0
AuTM-430.xyz.1316029.hpc-mn1.out , 28.84      48.04      0.158883522674 ,-42.36075435,-42.18501133,-42.24611482,3.624301811,2.0524,-3.7007,0.0912,10.759,1,0,0,0,0
AuTM-431.xyz.1316030.hpc-mn1.out , 10.89      14.86      0.480368051450 ,-112.3961438,-111.8749888,-111.9877056,1.059904049,3.1703,2.5591,2.7338,12.471,1,0,0,0,0
AuTM-432.xyz.1316031.hpc-mn1.out , 16.17      25.34      0.300939573144 ,-67.03123586,-66.70435607,-66.7856662,3.038386189,1.1935,3.3519,-2.0689,10.461,1,0,0,0,0
AuTM-433.xyz.1316032.hpc-mn1.out , 32.96      51.37      0.292322852398 ,-48.69317405,-48.38064383,-48.44720913,3.175276333,-0.0004,4.6704,-0.0004,11.871,1,0,0,0,0
AuTM-434.xyz.1316033.hpc-mn1.out , 11.99      14.56      0.315074364824 ,-73.56293754,-73.22139126,-73.30406925,0.422383919,-13.0118,5.8237,11.0627,45.865,1,0,0,0,0
AuTM-435.xyz.1316034.hpc-mn1.out , -2.07      4.49       0.432376853370 ,-97.11693893,-96.6493442,-96.75144738,1.5092445,-0.0879,2.8513,-3.038,10.592,1,0,0,0,0
AuTM-436.xyz.1316035.hpc-mn1.out , 33.66      38.50      0.332156648627 ,-60.81202778,-60.45672574,-60.53072232,2.956984232,11.8451,8.0906,2.2508,36.906,1,0,0,0,0
AuTM-437.xyz.1316036.hpc-mn1.out , -4.23      9.26       0.562505611818 ,-85.48141719,-84.88373452,-84.98521944,2.501770813,20.2837,10.5258,1.0305,58.143,1,0,0,0,0
AuTM-438.xyz.1316037.hpc-mn1.out , 4.51       7.54       0.486168236546 ,-96.64782217,-96.12675343,-96.22653971,1.579438928,-2.0664,1.3173,-2.2826,8.512,1,0,0,0,0
AuTM-439.xyz.1316038.hpc-mn1.out , -13.16     6.64       0.371929124747 ,-88.00919732,-87.60557089,-87.69995817,1.699004423,-1.6508,-0.8995,-1.6076,6.287,1,0,0,0,0
AuTM-440.xyz.1316039.hpc-mn1.out , -3.48      2.31       0.718729072825 ,-116.9759436,-116.2079718,-116.3373863,2.248692124,2.9206,-1.9797,-1.3964,9.645,1,0,0,0,0
AuTM-441.xyz.1316040.hpc-mn1.out , 45.69      54.95      0.201710808029 ,-52.74187477,-52.52222887,-52.58525448,2.205031468,-0.9504,-4.3996,-1.413,11.991,1,0,0,0,0
AuTM-442.xyz.1316041.hpc-mn1.out , 11.90      18.49      0.528628151651 ,-80.016343,-79.45419682,-79.54861405,3.375006612,4.9904,5.9495,5.9709,24.898,1,0,0,0,0
AuTM-443.xyz.1316042.hpc-mn1.out , -5.94      8.28       0.315401132164 ,-70.63827964,-70.29519876,-70.38131774,1.43349178,3.5697,1.9417,-0.5748,10.432,1,0,0,0,0
AuTM-444.xyz.1316043.hpc-mn1.out , 15.63      29.90      0.283635148758 ,-48.67249559,-48.36434615,-48.4429424,2.066566805,0.4068,1.5799,3.1091,8.924,1,0,0,0,0
AuTM-445.xyz.1316044.hpc-mn1.out , 12.13      15.25      0.263178082542 ,-57.98048551,-57.69530806,-57.76893793,2.073747295,3.8573,-0.1698,2.5905,11.818,1,0,0,0,0
AuTM-446.xyz.1316045.hpc-mn1.out , 17.02      24.01      0.256492069438 ,-61.24723012,-60.96733779,-61.04344615,1.979713528,1.1646,1.6982,5.2545,14.345,1,0,0,0,0
AuTM-447.xyz.1316046.hpc-mn1.out , 8.11       10.50      0.864754220685 ,-166.7872935,-165.8595548,-166.0143273,2.79108565,4.8732,3.449,6.8805,23.154,1,0,0,0,0
AuTM-448.xyz.1316047.hpc-mn1.out , 11.86      12.45      0.734537320146 ,-134.4483805,-133.6627854,-133.7941432,0.660426373,-0.5623,-4.2498,2.9362,13.207,1,0,0,0,0
AuTM-449.xyz.1316048.hpc-mn1.out , -5.08      11.42      0.214635600040 ,-67.27869473,-67.04049221,-67.11870085,0.926860799,12.6111,9.9083,19.6518,64.473,1,0,0,0,0
AuTM-450.xyz.1316049.hpc-mn1.out , -12.83     25.84      0.282967753881 ,-49.25988216,-48.95663847,-49.0240062,2.923951356,3.9742,22.2929,2.4268,57.886,1,0,0,0,0
AuTM-451.xyz.1316050.hpc-mn1.out , 22.24      37.37      0.087630741749 ,-36.79812178,-36.69488067,-36.75539311,1.144288777,0.0001,-1.974,0.0003,5.017,1,0,0,0,0
AuTM-452.xyz.1316051.hpc-mn1.out , -1.13      5.47       0.181271082561 ,-92.84890427,-92.63600718,-92.73202972,0.772935976,-2.8308,-20.4825,-12.3004,61.152,1,0,0,0,0
AuTM-453.xyz.1316052.hpc-mn1.out , 12.70      16.80      0.528916913377 ,-104.2233832,-103.6587938,-103.756673,0.891348301,-1.4922,-0.2055,-2.2046,6.786,1,0,0,0,0
AuTM-454.xyz.1316053.hpc-mn1.out , -1.88      8.16       0.577642633379 ,-99.1045175,-98.49137986,-98.5934843,2.960954826,-2.4264,-0.5669,-4.7018,13.525,1,0,0,0,0
AuTM-455.xyz.1316054.hpc-mn1.out , 13.50      26.56      0.273062212539 ,-54.49566719,-54.20094053,-54.2741517,2.852109993,-0.7638,-2.6366,0.8929,7.337,1,0,0,0,0
AuTM-456.xyz.1316055.hpc-mn1.out , -1.78      19.68      0.400602573882 ,-72.69567997,-72.26625433,-72.35439276,3.128738627,28.3387,15.7692,4.923,83.375,1,0,0,0,0
AuTM-457.xyz.1316056.hpc-mn1.out , -16.29     12.24      0.231223612691 ,-55.42319645,-55.1707718,-55.24179252,1.79101988,2.0076,-2.6974,-1.442,9.299,1,0,0,0,0
AuTM-458.xyz.1316057.hpc-mn1.out , 20.60      22.42      0.281570514012 ,-71.85377734,-71.54792929,-71.62378043,2.102133386,-2.1216,-4.408,-1.1029,12.746,1,0,0,0,0
AuTM-459.xyz.1316058.hpc-mn1.out , 26.25      29.70      0.371570428815 ,-67.86316416,-67.46715594,-67.54392328,3.171998115,-0.2854,-2.8518,-3.9288,12.361,1,0,0,0,0
AuTM-460.xyz.1316059.hpc-mn1.out , 8.71       13.26      0.476351564780 ,-105.7542655,-105.2411464,-105.3435207,2.568075816,0.8532,2.0519,-2.8073,9.1,1,0,0,0,0
AuTM-461.xyz.1316060.hpc-mn1.out , 10.42      12.70      0.471224303322 ,-98.55387456,-98.0454645,-98.14941384,2.390562212,-4.3071,1.0644,3.8264,14.892,1,0,0,0,0
AuTM-462.xyz.1316061.hpc-mn1.out , 21.32      30.71      0.235885246345 ,-65.52182796,-65.26139226,-65.33952385,1.453914764,-1.1823,0.7741,3.3676,9.283,1,0,0,0,0
AuTM-463.xyz.1316062.hpc-mn1.out , 7.09       21.78      0.267555124210 ,-60.36039585,-60.06898705,-60.14673784,2.586328769,4.2002,2.1169,0.0038,11.955,1,0,0,0,0
AuTM-464.xyz.1316063.hpc-mn1.out , -4.79      19.07      0.576324973904 ,-124.416437,-123.8000238,-123.9072029,1.648643076,11.4829,-0.0001,2.8046,30.045,1,0,0,0,0
AuTM-465.xyz.1316064.hpc-mn1.out , 20.28      23.56      0.401388138023 ,-61.39986633,-60.97042787,-61.05463415,2.870427217,-4.5756,-4.0121,0.1432,15.472,1,0,0,0,0
AuTM-466.xyz.1316065.hpc-mn1.out , 0.30       2.75       0.538012980669 ,-118.3270645,-117.7487322,-117.8611724,1.194600536,-2.6439,-2.3819,-1.8684,10.216,1,0,0,0,0
AuTM-467.xyz.1316066.hpc-mn1.out , 11.30      12.87      0.284057549096 ,-69.23053511,-68.92086123,-69.00163106,2.766837115,-0.7582,0.6537,-4.1579,10.87,1,0,0,0,0
AuTM-468.xyz.1316067.hpc-mn1.out , 7.97       20.31      0.178749869252 ,-43.8569294,-43.66152149,-43.72277125,1.947262489,14.2162,15.3919,-0.0003,53.256,1,0,0,0,0
AuTM-469.xyz.1316068.hpc-mn1.out , 14.34      16.03      0.849720290484 ,-147.3567026,-146.4499341,-146.5917579,2.03670803,-1.2284,-0.66,2.8557,8.078,1,0,0,0,0
AuTM-470.xyz.1316069.hpc-mn1.out , 9.38       16.85      0.447835566218 ,-90.94231036,-90.45814627,-90.56049043,3.442621391,0.8204,0.3841,0.7385,2.971,1,0,0,0,0
AuTM-471.xyz.1316070.hpc-mn1.out , -4.69      -3.15      0.353393060786 ,-68.55063211,-68.17051084,-68.25392013,1.812956065,2.7164,-0.8616,-0.8669,7.571,1,0,0,0,0
AuTM-472.xyz.1316071.hpc-mn1.out , 18.87      23.44      0.301813231583 ,-55.48879236,-55.16438835,-55.2376592,2.274004639,2.4615,-2.1667,0.8762,8.627,1,0,0,0,0
AuTM-473.xyz.1316072.hpc-mn1.out , -2.62      10.55      0.349921122937 ,-72.74132148,-72.36316973,-72.45061624,2.417708625,-2.7851,1.2859,1.3623,8.531,1,0,0,0,0
AuTM-474.xyz.1316073.hpc-mn1.out , 11.19      22.98      0.810860673555 ,-119.9436673,-119.0838761,-119.2082163,2.284969818,4.6024,-0.2398,-0.0503,11.715,1,0,0,0,0
AuTM-475.xyz.1316074.hpc-mn1.out , 6.77       13.25      0.363474706173 ,-114.3260075,-113.9219737,-114.0339467,0.411606424,-12.367,-3.2544,-15.5484,51.17,1,0,0,0,0
AuTM-476.xyz.1316075.hpc-mn1.out , 10.13      25.56      0.290433973863 ,-69.80509871,-69.48907964,-69.56912422,2.149271248,-0.9231,1.3908,4.4903,12.176,1,0,0,0,0
AuTM-477.xyz.1316076.hpc-mn1.out , -0.85      6.63       0.687515543164 ,-115.0566531,-114.3238222,-114.4439846,2.649996666,-0.9797,4.1773,7.2996,21.522,1,0,0,0,0
AuTM-478.xyz.1316077.hpc-mn1.out , 12.32      14.81      0.955228355013 ,-125.1513822,-124.1482742,-124.2737084,3.500198312,2.4451,-0.437,-1.3295,7.161,1,0,0,0,0
AuTM-479.xyz.1316078.hpc-mn1.out , -4.98      6.45       0.991595489747 ,-168.1271194,-167.0695111,-167.2310148,2.690280229,6.0519,6.5521,9.078,32.348,1,0,0,0,0
AuTM-480.xyz.1316079.hpc-mn1.out , -11.24     -9.08      0.364309796134 ,-66.98551597,-66.5919393,-66.68094012,2.377485719,-2.0584,-1.9622,-2.0977,8.982,1,0,0,0,0
AuTM-481.xyz.1316080.hpc-mn1.out , 8.99       9.63       1.454774355173 ,-273.5015316,-271.9629383,-272.1547085,2.654913566,-1.6024,-1.0064,-2.8477,8.69,1,0,0,0,0
AuTM-482.xyz.1316081.hpc-mn1.out , 23.19      48.03      0.158199286486 ,-37.37485938,-37.20218024,-37.2590432,3.107594133,-1.8047,-0.1047,3.8825,10.886,1,0,0,0,0
AuTM-483.xyz.1316082.hpc-mn1.out , -2.91      5.45       0.293886675451 ,-72.39602708,-72.07767129,-72.15752829,2.550488161,2.6282,1.9747,3.7285,12.634,1,0,0,0,0
AuTM-484.xyz.1316083.hpc-mn1.out , 9.95       23.11      0.267308248020 ,-59.98558881,-59.69426335,-59.7725646,1.785040171,0.8486,3.2251,1.9979,9.881,1,0,0,0,0
AuTM-485.xyz.1316084.hpc-mn1.out , -1.45      10.90      0.391669475399 ,-72.03952731,-71.62109771,-71.704976,2.718381311,3.7939,0.456,10.7997,29.118,1,0,0,0,0
AuTM-486.xyz.1316085.hpc-mn1.out , 11.49      14.81      0.380744943597 ,-84.41095392,-83.99916339,-84.09125903,2.264078722,0.4354,1.6199,3.0021,8.741,1,0,0,0,0
AuTM-487.xyz.1316086.hpc-mn1.out , 15.90      16.41      0.129545128159 ,-26.43820403,-26.29585277,-26.34881726,2.956523749,-2.7924,0.0001,-1.6602,8.257,1,0,0,0,0
AuTM-488.xyz.1316087.hpc-mn1.out , 15.04      17.85      0.471310190945 ,-86.81470189,-86.3107643,-86.40429735,1.964536919,-3.5098,3.0816,-1.2645,12.299,1,0,0,0,0
AuTM-489.xyz.1316088.hpc-mn1.out , 5.83       8.22       0.381631586741 ,-86.96950392,-86.55683948,-86.64937344,2.178357783,1.7813,-1.0257,4.6557,12.936,1,0,0,0,0
AuTM-490.xyz.1316089.hpc-mn1.out , 25.84      43.39      0.151671188379 ,-34.31496828,-34.14927184,-34.20534774,2.862183572,0.7266,1.0694,5.0754,13.312,1,0,0,0,0
AuTM-491.xyz.1316090.hpc-mn1.out , -7.70      -0.19      0.418015296867 ,-76.88624135,-76.43737735,-76.52621419,2.153462879,2.8928,-0.9546,4.8021,14.454,1,0,0,0,0
AuTM-492.xyz.1316091.hpc-mn1.out , 12.70      13.05      0.664474575019 ,-121.8329459,-121.1249893,-121.2411165,2.431623742,3.4736,-1.0523,-1.8204,10.321,1,0,0,0,0
AuTM-493.xyz.1316092.hpc-mn1.out , 20.09      30.56      0.248731085330 ,-47.5026059,-47.23418045,-47.30150846,2.307011259,-4.1014,-0.0003,-2.5268,12.244,1,0,0,0,0
AuTM-494.xyz.1316093.hpc-mn1.out , 5.54       12.46      0.460413113228 ,-73.45833781,-72.96277153,-73.06301896,0.040150487,0.5998,0.5157,0.0923,2.024,1,0,0,0,0
AuTM-495.xyz.1316094.hpc-mn1.out , 14.71      16.95      0.566317273939 ,-92.13347503,-91.52906602,-91.63317469,2.276496484,5.043,-0.0885,-0.0353,12.82,1,0,0,0,0
AuTM-496.xyz.1316095.hpc-mn1.out , 18.68      21.87      0.546325394500 ,-90.73373609,-90.1514053,-90.25018803,3.254716135,10.1519,13.3375,11.4526,51.599,1,0,0,0,0
AuTM-497.xyz.1316096.hpc-mn1.out , 8.24       21.46      0.290718198849 ,-45.97448391,-45.66101111,-45.73495065,3.636050179,1.6078,-0.0383,-4.0952,11.183,1,0,0,0,0
AuTM-498.xyz.1316097.hpc-mn1.out , 8.20       12.12      0.315364779608 ,-74.98528038,-74.64151114,-74.7281152,1.618949851,-3.5475,3.1713,1.1683,12.454,1,0,0,0,0
AuTM-499.xyz.1316098.hpc-mn1.out , 2.65       4.95       0.999452960099 ,-168.5947447,-167.5292817,-167.6907148,1.730321125,18.5309,29.0919,21.7862,103.695,1,0,0,0,0
AuTM-500.xyz.1316099.hpc-mn1.out , 11.77      19.40      0.499692650929 ,-76.81565094,-76.28360322,-76.37577164,2.955996522,1.0561,13.9802,19.1553,60.336,1,0,0,0,0
AuTM-501.xyz.1316100.hpc-mn1.out , -5.30      11.05      0.491790964102 ,-98.32220526,-97.79199562,-97.89983331,2.267150682,-3.6011,0.7347,1.2124,9.837,1,0,0,0,0
AuTM-502.xyz.1316101.hpc-mn1.out , 20.84      22.79      0.145057128917 ,-61.10366469,-60.93512996,-61.01133108,2.528948757,-1.1471,2.1268,2.9679,9.728,1,0,0,0,0
AuTM-503.xyz.1316102.hpc-mn1.out , 24.38      28.32      0.340188790173 ,-58.23090909,-57.8677781,-57.94243657,2.355889617,0.0756,-3.1676,2.9634,11.027,1,0,0,0,0
AuTM-504.xyz.1316103.hpc-mn1.out , 15.62      28.29      0.174085098186 ,-43.87120975,-43.67774932,-43.74471614,2.391943764,3.5322,2.4564,-3.6814,14.392,1,0,0,0,0
AuTM-505.xyz.1316104.hpc-mn1.out , 17.38      25.25      0.337844553648 ,-67.81342514,-67.45104684,-67.52915854,3.230012227,0.0844,-3.4689,-1.0844,9.24,1,0,0,0,0
AuTM-506.xyz.1316105.hpc-mn1.out , 10.27      16.19      0.518786973295 ,-82.30961829,-81.75517694,-81.85776431,2.725896316,0,0,0,0,1,0,0,0,0
AuTM-507.xyz.1316106.hpc-mn1.out , -5.64      12.78      0.334151900677 ,-89.88146203,-89.51607963,-89.6088542,2.440713742,0.5157,-2.2003,-1.0059,6.287,1,0,0,0,0
AuTM-508.xyz.1316107.hpc-mn1.out , 26.68      48.34      0.323273542559 ,-65.22220954,-64.87545209,-64.94776365,2.102812794,7.5172,3.1979,17.6218,49.369,1,0,0,0,0
AuTM-509.xyz.1316108.hpc-mn1.out , 6.24       11.58      0.598520521773 ,-92.65755707,-92.0237571,-92.12362662,2.08893099,1.59,2.5753,-1.0432,8.137,1,0,0,0,0
AuTM-510.xyz.1316109.hpc-mn1.out , 4.76       6.56       0.563823793583 ,-106.3209099,-105.7174627,-105.8249761,3.059540571,-3.1828,7.2047,7.8684,28.298,1,0,0,0,0
AuTM-511.xyz.1316110.hpc-mn1.out , -6.51      18.32      0.282150588788 ,-59.14487261,-58.84098925,-58.91381633,2.795134678,-0.8041,4.1407,1.8855,11.744,1,0,0,0,0
AuTM-512.xyz.1316111.hpc-mn1.out , 16.09      21.66      0.264873970414 ,-59.14523562,-58.8573935,-58.9326412,3.041950908,-3.4791,-0.3402,-0.166,8.895,1,0,0,0,0
AuTM-513.xyz.1316112.hpc-mn1.out , 25.25      44.47      0.188106508972 ,-53.95142918,-53.74497169,-53.80871053,1.99610173,-3.7112,20.6187,5.6052,55.123,1,0,0,0,0
AuTM-514.xyz.1316113.hpc-mn1.out , 34.93      45.48      0.237191087453 ,-58.237824,-57.97903815,-58.05077097,3.381334258,25.4108,-3.3894,37.4101,115.271,1,0,0,0,0
AuTM-515.xyz.1316114.hpc-mn1.out , -9.96      4.83       0.903210145917 ,-127.8895556,-126.9337169,-127.0685222,2.232972351,2.653,0.2766,1.3177,7.562,1,0,0,0,0
AuTM-516.xyz.1316115.hpc-mn1.out , 10.62      14.72      0.571792761079 ,-93.21434246,-92.60604365,-92.70877092,2.97459762,-2.3096,0.8798,4.2016,12.39,1,0,0,0,0
AuTM-517.xyz.1316116.hpc-mn1.out , 2.73       3.72       1.024207212400 ,-158.7329625,-157.6397809,-157.8067908,3.492272195,-0.1823,27.2974,15.1615,79.368,1,0,0,0,0
AuTM-518.xyz.1316117.hpc-mn1.out , 10.92      16.34      0.503272212665 ,-99.97167027,-99.42955219,-99.53682471,2.823362085,-3.7539,-1.5332,0.2163,10.321,1,0,0,0,0
AuTM-519.xyz.1316118.hpc-mn1.out , -5.32      14.59      0.810344882854 ,-116.3644053,-115.5036542,-115.6327051,3.679510359,-11.2735,10.9578,21.4923,67.683,1,0,0,0,0
AuTM-520.xyz.1316119.hpc-mn1.out , -45.93     -19.28     0.141466821098 ,-19.01886973,-18.86591836,-18.91312171,4.61262732,-7.4665,9.1327,-11.2623,41.454,1,0,0,0,0
AuTM-521.xyz.1316120.hpc-mn1.out , -9.97      6.34       0.549311064097 ,-84.83920401,-84.25692046,-84.35303478,2.881902886,-0.3825,3.0296,-3.3311,11.486,1,0,0,0,0
AuTM-522.xyz.1316121.hpc-mn1.out , 16.10      23.26      0.345755693092 ,-77.8285421,-77.45443346,-77.53998896,2.84527999,-0.4012,3.5604,-4.3522,14.328,1,0,0,0,0
AuTM-523.xyz.1316122.hpc-mn1.out , 20.71      31.19      0.218445165719 ,-37.94766511,-37.71094335,-37.77484189,3.117538155,-1.9277,1.5515,-0.3021,6.336,1,0,0,0,0
AuTM-524.xyz.1316123.hpc-mn1.out , 5.15       15.30      0.441136913964 ,-90.53629771,-90.06411958,-90.15507256,2.137687635,-0.1064,25.6467,34.3189,108.897,1,0,0,0,0
AuTM-525.xyz.1316124.hpc-mn1.out , -2.79      8.88       0.560542642180 ,-92.57245445,-91.97493912,-92.0766736,1.65622036,-0.8055,-0.5999,-0.29,2.657,1,0,0,0,0
AuTM-526.xyz.1316125.hpc-mn1.out , 21.69      33.59      0.303665714530 ,-53.9043018,-53.57855258,-53.64964501,2.329524884,-0.5688,4.829,0.0427,12.359,1,0,0,0,0
AuTM-527.xyz.1316126.hpc-mn1.out , 13.00      18.73      0.433915005161 ,-78.81373097,-78.34234038,-78.44686641,2.611835552,2.8471,1.9355,-1.6148,9.665,1,0,0,0,0
AuTM-528.xyz.1316127.hpc-mn1.out , 18.91      26.59      0.275764262765 ,-69.64679006,-69.34478037,-69.42762118,2.185968554,-2.279,-2.4958,-1.2825,9.188,1,0,0,0,0
AuTM-529.xyz.1316128.hpc-mn1.out , 6.41       16.78      0.160863660428 ,-42.85302275,-42.67450218,-42.73930978,2.650907701,1.2335,14.0967,27.6142,78.867,1,0,0,0,0
AuTM-530.xyz.1316129.hpc-mn1.out , 11.92      19.59      0.315399364789 ,-53.61280619,-53.27171386,-53.35311312,2.577590403,-0.794,-3.0126,-0.0252,7.919,1,0,0,0,0
AuTM-531.xyz.1316130.hpc-mn1.out , 5.61       10.03      0.425683133284 ,-92.44423882,-91.98347403,-92.0847368,1.969817529,-2.2856,-1.664,2.8068,10.126,1,0,0,0,0
AuTM-532.xyz.1316131.hpc-mn1.out , 11.95      14.26      0.280549188188 ,-98.44003393,-98.12392163,-98.22477448,1.610832406,-0.0004,-0.0007,-0.0007,0.003,1,0,0,0,0
AuTM-533.xyz.1316132.hpc-mn1.out , 7.36       27.20      0.752402162881 ,-111.5036574,-110.7132355,-110.8158437,2.698266737,11.6108,14.6145,26.4725,82.33,1,0,0,0,0
AuTM-534.xyz.1316133.hpc-mn1.out , -7.28      -2.98      0.304979041325 ,-74.46299584,-74.13021094,-74.21678324,1.66982609,-1.2721,-4.5303,2.8438,13.975,1,0,0,0,0
AuTM-535.xyz.1316134.hpc-mn1.out , 33.42      42.93      0.243168360804 ,-66.50014677,-66.23687094,-66.30414034,3.257795336,-1.8017,-0.2053,1.5538,6.07,1,0,0,0,0
AuTM-536.xyz.1316135.hpc-mn1.out , -8.85      8.56       0.467268716850 ,-111.4526307,-110.9446365,-111.0573682,2.235118757,2.7645,2.1607,-3.5095,12.614,1,0,0,0,0
AuTM-537.xyz.1316136.hpc-mn1.out , 17.79      24.09      0.294262235679 ,-56.08915418,-55.77052088,-55.84796588,2.143265783,2.5076,2.7723,-1.6255,10.361,1,0,0,0,0
AuTM-538.xyz.1316137.hpc-mn1.out , 9.18       12.17      1.155082231808 ,-223.0039068,-221.7682281,-221.9561608,3.062830592,3.7811,-22.0925,8.9711,61.364,1,0,0,0,0
AuTM-539.xyz.1316138.hpc-mn1.out , -3.96      7.09       0.682697472386 ,-110.3563974,-109.6282303,-109.7498376,2.554000796,28.8994,23.3219,20.8648,108.269,1,0,0,0,0
AuTM-540.xyz.1316139.hpc-mn1.out , 8.01       14.86      0.668872272895 ,-125.5702788,-124.8555487,-124.9756528,2.460781292,-3.4609,-0.8864,-1.6051,9.955,1,0,0,0,0
AuTM-541.xyz.1316140.hpc-mn1.out , -9.50      1.89       0.383576110076 ,-73.31620087,-72.90373936,-72.9924921,2.038138511,0.6426,-1.4892,3.0802,8.848,1,0,0,0,0
AuTM-542.xyz.1316141.hpc-mn1.out , -3.27      5.61       0.645817294474 ,-110.4915722,-109.8007833,-109.922103,2.417037336,5.9471,5.199,26.9183,71.305,1,0,0,0,0
AuTM-543.xyz.1316142.hpc-mn1.out , 12.76      15.90      0.440567245795 ,-75.89111078,-75.41851243,-75.51273418,2.22424752,0.3411,-1.8228,-3.6218,10.342,1,0,0,0,0
AuTM-544.xyz.1316143.hpc-mn1.out , 4.88       19.82      0.618618700515 ,-86.4906195,-85.83888112,-85.93419244,2.939856865,3.5309,3.5246,-0.2107,12.692,1,0,0,0,0
AuTM-545.xyz.1316144.hpc-mn1.out , 5.50       27.21      0.496666537590 ,-74.96732718,-74.43663344,-74.53328544,3.168190839,3.8688,-1.9603,22.0991,57.242,1,0,0,0,0
AuTM-546.xyz.1316145.hpc-mn1.out , 12.09      12.97      0.585882272378 ,-105.958053,-105.3285101,-105.4459377,0.444545903,-1.0519,-0.2627,-6.2266,16.065,1,0,0,0,0
AuTM-547.xyz.1316146.hpc-mn1.out , 6.69       11.09      0.481476707700 ,-91.76119405,-91.2437818,-91.3441062,2.079743899,-0.1585,-4.0371,1.3279,10.81,1,0,0,0,0
AuTM-548.xyz.1316147.hpc-mn1.out , 10.56      15.32      0.626678725370 ,-138.8330517,-138.1550118,-138.2876723,2.543500888,4.0671,-1.6626,0.4291,11.221,1,0,0,0,0
AuTM-549.xyz.1316148.hpc-mn1.out , 18.24      23.52      0.359577052481 ,-86.06954881,-85.67904532,-85.76945917,2.879349389,-2.3438,-2.8233,2.5133,11.305,1,0,0,0,0
AuTM-550.xyz.1316149.hpc-mn1.out , 15.17      19.78      0.569878609349 ,-102.7313984,-102.1218632,-102.2299034,2.14272279,0.0673,-1.7819,-4.2153,11.633,1,0,0,0,0
AuTM-551.xyz.1316150.hpc-mn1.out , 3.82       8.28       0.315609769235 ,-95.77066125,-95.42308372,-95.51729615,2.597327399,3.3446,-3.9393,-0.2705,13.153,1,0,0,0,0
AuTM-552.xyz.1316151.hpc-mn1.out , 14.95      19.45      0.172718640828 ,-45.42516674,-45.23508411,-45.29861686,1.651183631,-2.2878,-1.1402,1.5314,7.574,1,0,0,0,0
AuTM-553.xyz.1316152.hpc-mn1.out , -4.39      13.01      0.383825447584 ,-75.94105984,-75.52833205,-75.61614501,2.040672298,1.5301,-1.8583,-1.4099,7.091,1,0,0,0,0
AuTM-554.xyz.1316153.hpc-mn1.out , 5.73       7.85       0.704462961760 ,-117.374993,-116.6189058,-116.7525879,1.757073966,1.8307,2.2946,2.1578,9.26,1,0,0,0,0
AuTM-555.xyz.1316154.hpc-mn1.out , 10.06      13.53      0.436203738161 ,-115.5535355,-115.078444,-115.1852949,1.693203981,-3.2046,-1.4473,-3.4435,12.509,1,0,0,0,0
AuTM-556.xyz.1316155.hpc-mn1.out , 6.20       11.47      0.874069490012 ,-144.4365824,-143.500394,-143.6511194,1.479436387,-3.4511,0.8307,-5.809,17.303,1,0,0,0,0
AuTM-557.xyz.1316156.hpc-mn1.out , 16.27      39.02      0.175486351027 ,-67.56279058,-67.3644842,-67.4373102,2.143799733,-3.5081,-6.4153,-16.8257,46.63,1,0,0,0,0
AuTM-558.xyz.1316157.hpc-mn1.out , 14.42      20.26      0.256878598386 ,-71.78322758,-71.50177929,-71.57995076,1.526917068,1.1631,-0.0944,18.8708,48.057,1,0,0,0,0
AuTM-559.xyz.1316158.hpc-mn1.out , 6.35       8.04       0.361597529293 ,-137.5646916,-137.1579365,-137.2807288,2.402157641,-8.6244,-12.5695,-10.2511,46.692,1,0,0,0,0
AuTM-560.xyz.1316159.hpc-mn1.out , 0.31       10.75      0.568989025724 ,-93.58862209,-92.98698375,-93.08152066,2.117038479,-0.3256,5.788,-1.5645,15.262,1,0,0,0,0
AuTM-561.xyz.1316160.hpc-mn1.out , 15.29      22.87      0.313247134096 ,-74.24507708,-73.90192421,-73.99020641,1.914414839,-3.037,-2.2381,-4.2573,14.458,1,0,0,0,0
